X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value
D,2022-03-08 13:04:31,2022-03-04, KO,Coca Cola Co,Murphy John,"EVP, CFO",S - Sale+OE,$62.29,"-154,080","133,451",-54%,"-$9,597,689"
,2022-03-08 13:02:27,2022-03-04, IRTC,"Irhythm Technologies Inc.",Devine Douglas,"COO, CFO",S - Sale,$132.67,-576,"41,955",-1%,"-$76,420"
,2022-03-08 12:57:02,2022-03-08, VRAR,"Glimpse Group Inc.",Bentovim Lyron L,"Pres, CEO, 10%",P - Purchase,$5.18,"+2,000","30,125",+7%,"+$10,360"
,2022-03-08 11:57:24,2022-03-07, VUZI,Vuzix Corp,Travers Paul J,"Pres, CEO",P - Purchase,$5.65,"+1,500","2,819,363",0%,"+$8,468"
,2022-03-08 11:26:20,2022-03-07, NRDS,"Nerdwallet Inc.",Chen Tim Chao-Ming,"CEO, 10%",P - Purchase,$9.80,"+61,106","61,106",New,"+$598,839"
,2022-03-08 11:06:18,2022-03-07, PRMW,Primo Water Corp /cn/,Wells Jay,CFO,P - Purchase,$13.81,"+10,000","215,871",+5%,"+$138,100"
,2022-03-08 10:20:11,2022-03-07, IAA,"Iaa Inc.",Kett John W,CEO,P - Purchase,$32.28,"+5,000","139,258",+4%,"+$161,402"
,2022-03-08 08:37:21,2022-03-04, UFPI,Ufp Industries Inc,Missad Matthew J,CEO,S - Sale,$85.01,-300,"409,528",0%,"-$25,503"
M,2022-03-07 21:45:16,2022-03-04, DOUG,Douglas Elliman Inc.,Lampen Richard,"EVP, COO",P - Purchase,$6.88,"+30,000","974,512",+3%,"+$206,432"
,2022-03-07 21:45:14,2022-03-03, GPFT,"Grapefruit Usa Inc",Yourist Daniel J.,"COO, 10%",S - Sale,$0.03,"-100,000","128,125,206",0%,"-$2,630"
M,2022-03-07 21:10:10,2022-03-04, DOUG,Douglas Elliman Inc.,Kirkland J Bryant III,"SVP, Treasurer, CFO",P - Purchase,$6.77,"+15,000","415,000",+4%,"+$101,600"
DM,2022-03-07 20:59:52,2022-03-04, ARQT,"Arcutis Biotherapeutics Inc.",Watanabe Todd Franklin,"Pres, CEO",S - Sale+OE,$16.90,"-3,259","878,981",0%,"-$55,088"
DM,2022-03-07 20:49:16,2022-03-04, ARQT,"Arcutis Biotherapeutics Inc.",Burrows Scott L,CFO,S - Sale+OE,$16.85,-303,"35,256",-1%,"-$5,104"
D,2022-03-07 20:45:27,2022-03-04, LNTH,"Lantheus Holdings Inc.",Marshall Robert J. Jr.,"CFO, Treasurer",S - Sale+OE,$49.98,"-2,570","150,273",-2%,"-$128,456"
DM,2022-03-07 20:38:08,2022-03-03, LNTH,"Lantheus Holdings Inc.",Heino Mary Anne,"Pres, CEO",S - Sale+OE,$51.63,"-23,348","707,391",-3%,"-$1,205,355"
,2022-03-07 19:30:27,2022-03-03, GO,Grocery Outlet Holding Corp.,Lindberg Eric J. Jr.,CEO,S - Sale,$28.33,"-5,973","2,905,204",0%,"-$169,209"
,2022-03-07 19:13:57,2022-03-03, GO,Grocery Outlet Holding Corp.,Bracher Charles,CFO,S - Sale,$28.33,"-2,848","79,844",-3%,"-$80,681"
DM,2022-03-07 19:10:03,2022-03-04, WING,Wingstop Inc.,Skipworth Michael,"Pres, COO",S - Sale+OE,$136.08,-904,"15,483",-6%,"-$123,013"
DM,2022-03-07 19:09:08,2022-03-04, WING,Wingstop Inc.,Kaleida Alex,"SVP, CFO",S - Sale+OE,$135.93,-102,"1,908",-5%,"-$13,865"
D,2022-03-07 19:07:38,2022-03-07, WING,Wingstop Inc.,Morrison Charles R,"COB, CEO",S - Sale+OE,$136.50,"-1,000","76,662",-1%,"-$136,502"
D,2022-03-07 19:04:47,2022-03-03, MSP,Datto Holding Corp.,Abbot John,CFO,S - Sale+OE,$23.67,"-4,000",0,-100%,"-$94,680"
,2022-03-07 19:02:03,2022-03-04, CBRE,"Cbre Group Inc.",Sulentic Robert E,"Pres, CEO",S - Sale,$90.09,"-30,000","1,006,250",-3%,"-$2,702,750"
,2022-03-07 19:01:11,2022-03-03, ELF,"E.L.F. Beauty Inc.",Amin Tarang,CEO,S - Sale,$25.47,"-30,425","2,387,191",-1%,"-$774,925"
,2022-03-07 18:56:00,2022-03-03, ZIP,"Ziprecruiter Inc.",Yarbrough Timothy G.,CFO,S - Sale,$21.83,"-60,083","315,505",-16%,"-$1,311,577"
DM,2022-03-07 18:26:52,2022-03-03, NVCR,Novocure Ltd,Cordova Ashley,CFO,S - Sale+OE,$73.16,"-1,705","61,607",-3%,"-$124,744"
DM,2022-03-07 18:16:09,2022-03-03, NVCR,Novocure Ltd,Groenhuysen Wilhelmus Cm,COO,S - Sale+OE,$71.78,"-3,870","168,025",-2%,"-$277,797"
,2022-03-07 17:42:55,2022-03-03, CXDO,"Crexendo Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$4.26,"+3,000","10,569,393",0%,"+$12,771"
M,2022-03-07 17:31:10,2022-03-03, ABG,Asbury Automotive Group Inc,Hult David W,"Pres, CEO",S - Sale,$195.73,"-25,000","50,931",-33%,"-$4,893,133"
,2022-03-07 17:25:06,2022-03-04, QTWO,"Q2 Holdings Inc.",Flake Matthew P,"Pres, CEO",S - Sale,$59.24,"-53,502","139,270",-28%,"-$3,169,458"
,2022-03-07 17:21:35,2022-03-04, JRVR,"James River Group Holdings, Ltd.",Doran Sarah C.,CFO,P - Purchase,$20.16,"+4,800","74,568",+7%,"+$96,779"
,2022-03-07 17:19:37,2022-03-04, QTWO,"Q2 Holdings Inc.",Breeden John E,COO,S - Sale,$58.74,"-13,325","48,289",-22%,"-$782,711"
,2022-03-07 17:17:46,2022-03-04, QTWO,"Q2 Holdings Inc.",Mehok David J,CFO,S - Sale,$58.73,"-1,196","29,406",-4%,"-$70,241"
ADM,2022-03-07 17:16:05,2022-03-04, ESCA,Escalade Inc,Glazer Walter P. Jr.,"CEO, Pres",P - Purchase,$13.19,"+5,000","299,463",+2%,"+$65,933"
,2022-03-07 17:09:08,2022-03-03, EVH,"Evolent Health Inc.",Tutewohl Steve,COO,S - Sale,$27.30,"-1,918","108,421",-2%,"-$52,361"
,2022-03-07 17:02:09,2022-03-03, OSH,"Oak Street Health Inc.",Clem Brian,COO,S - Sale,$21.35,"-15,000","636,516",-2%,"-$320,318"
D,2022-03-07 17:00:49,2022-03-03, XNCR,Xencor Inc,Kuch John J,"SVP, CFO",S - Sale+OE,$29.86,-971,"125,281",-1%,"-$28,994"
D,2022-03-07 17:00:22,2022-03-03, XNCR,Xencor Inc,Dahiyat Bassil I,"Pres, CEO",S - Sale+OE,$29.90,"-2,929","210,309",-1%,"-$87,581"
D,2022-03-07 16:51:01,2022-03-03, LAW,"Cs Disco Inc.",Lafair Michael,CFO,S - Sale+OE,$34.16,"-14,000","397,331",-3%,"-$478,199"
,2022-03-07 16:40:04,2022-03-04, DUK,Duke Energy Corp,Glenn Robert Alexander,"SVP, CEO DEF, Midwest",S - Sale,$105.00,"-1,430","14,521",-9%,"-$150,150"
,2022-03-07 16:40:01,2022-03-03, INFA,Informatica Inc.,Walia Amit,CEO,S - Sale,$17.11,"-12,438","516,015",-2%,"-$212,814"
D,2022-03-07 16:38:44,2022-03-04, FMC,Fmc Corp,Sandifer Andrew D,"EVP, CFO",S - Sale+OE,$119.36,"-1,500","39,907",-4%,"-$179,040"
,2022-03-07 16:36:19,2022-03-03, INFA,Informatica Inc.,Brown Eric F,"EVP, CFO",S - Sale,$17.11,"-1,796","132,376",-1%,"-$30,730"
D,2022-03-07 16:35:26,2022-03-03, TWST,Twist Bioscience Corp,Thorburn James M,CFO,S - Sale+OE,$52.35,"-3,517","47,145",-7%,"-$184,103"
,2022-03-07 16:34:38,2022-03-03, BIGC,"Bigcommerce Holdings Inc.",Alvarez Robert,CFO,S - Sale,$21.98,"-5,409","334,082",-2%,"-$118,896"
D,2022-03-07 16:32:12,2022-03-04, CRM,"Salesforce.Com Inc.",Benioff Marc,"COB, co-CEO",S - Sale+OE,$201.89,"-2,300","28,918,241",0%,"-$464,346"
D,2022-03-07 16:24:42,2022-03-03, DEA,"Easterly Government Properties Inc.",Trimble William C.,"Pres, CEO",S - Sale+OE,$21.40,"-7,000","91,279",-7%,"-$149,800"
,2022-03-07 16:23:41,2022-03-07, SOFI,"Sofi Technologies Inc.",Noto Anthony,CEO,P - Purchase,$9.73,"+15,350","2,913,176",+1%,"+$149,300"
,2022-03-07 16:23:37,2022-03-03, DH,Definitive Healthcare Corp.,Booth Richard Douglas,CFO,P - Purchase,$21.06,"+2,374","63,948",+4%,"+$50,000"
,2022-03-07 16:21:57,2022-03-04, ETR,Entergy Corp /de/,Hinnenkamp Paul D,"EVP, COO",S - Sale,$111.85,"-5,000","26,102",-16%,"-$559,250"
,2022-03-07 16:19:38,2022-03-07, MNSB,"Mainstreet Bancshares Inc.",Chmelik Thomas J,CFO,P - Purchase,$24.15,+500,"136,875",0%,"+$12,075"
D,2022-03-07 16:18:01,2021-03-12, HAYW,"Hayward Holdings Inc.",Holleran Kevin,"Pres, CEO",P - Purchase,$17.00,"+2,100","406,013",+1%,"+$35,700"
,2022-03-07 16:15:18,2022-03-03, EDIT,"Editas Medicine Inc.",Robertson Michelle,"EVP, CFO",S - Sale,$17.33,-767,"84,194",-1%,"-$13,290"
DM,2022-03-07 16:13:12,2022-03-03, MSI,"Motorola Solutions Inc.",Brown Gregory Q,"COB, CEO",S - Sale+OE,$221.75,"-181,731","493,960",-27%,"-$40,298,981"
M,2022-03-07 16:11:48,2022-03-03, WDAY,"Workday Inc.",Fernandez Gomez Luciano,Co-CEO,S - Sale,$242.78,"-4,926","199,331",-2%,"-$1,195,952"
,2022-03-07 16:04:15,2022-03-04, AUTO,"Autoweb Inc.",Rowe Jared Robert,"Pres, CEO",S - Sale,$2.39,"-8,443","351,332",-2%,"-$20,179"
,2022-03-07 15:21:39,2022-03-07, NWE,Northwestern Corp,Rowe Robert C,CEO,S - Sale,$61.64,"-2,000","196,906",-1%,"-$123,280"
,2022-03-07 14:03:02,2022-03-07, FRAF,Franklin Financial Services Corp /pa/,Poynot Steven M,COO,P - Purchase,$34.99,"+1,000","1,000",New,"+$34,986"
M,2022-03-07 13:31:23,2022-03-03, DTRC,Dakota Territory Resource Corp,Awde Jonathan T.,"Pres, CEO",P - Purchase,$4.88,"+2,000","35,675,453",0%,"+$9,760"
,2022-03-07 13:25:17,2022-03-07, HLMN,Hillman Solutions Corp.,Cahill Douglas,"COB, Pres, CEO",P - Purchase,$10.60,"+94,786","273,628",+53%,"+$1,004,732"
,2022-03-07 13:25:00,2022-03-07, HLMN,Hillman Solutions Corp.,Kraft Robert O.,"CFO, Treasurer",P - Purchase,$10.35,"+47,500","160,094",+42%,"+$491,768"
A,2022-03-07 13:23:04,2019-05-03, CWST,Casella Waste Systems Inc,Casella John W,CEO,S - Sale,$37.31,"-45,124","391,640",-10%,"-$1,683,667"
,2022-03-07 12:49:53,2022-03-03, FFIV,"F5 Inc.",Locoh-Donou Francois,"Pres, CEO, Dir",S - Sale,$203.83,"-1,042","94,477",-1%,"-$212,391"
D,2022-03-07 10:51:12,2022-03-03, CZWI,Citizens Community Bancorp Inc.,Bianchi Stephen M,"CEO, Pres",P - Purchase,$15.59,+500,"108,055",0%,"+$7,794"
,2022-03-07 10:47:10,2022-03-04, CVLY,Codorus Valley Bancorp Inc,Kauffman Craig L,"Pres, CEO",P - Purchase,$22.23,+98,"26,199",0%,"+$2,179"
D,2022-03-07 10:10:52,2022-03-03, WWD,"Woodward Inc.",Gendron Thomas A,"Pres, CEO",S - Sale+OE,$122.19,"-70,895","290,291",-20%,"-$8,662,418"
D,2022-03-07 09:56:53,2022-03-03, ISBC,"Investors Bancorp Inc.",Burke P. Sean,"EVP, CFO",S - Sale+OE,$16.20,"-100,000","168,830",-37%,"-$1,620,485"
,2022-03-07 08:06:56,2022-03-04, CUTR,Cutera Inc,Mowry David H,CEO,P - Purchase,$40.81,"+2,453","98,785",+3%,"+$100,107"
,2022-03-07 07:50:40,2022-03-04, AES,Aes Corp,Coughlin Stephen,"EVP, CFO",P - Purchase,$21.30,"+47,000","67,622",+228%,"+$1,001,100"
,2022-03-07 07:23:21,2022-03-04, LVO,"Liveone Inc.",Ellin Robert S,"CEO, COB, 10%",P - Purchase,$0.79,"+25,000","18,828,860",0%,"+$19,848"
,2022-03-07 06:43:45,2022-03-04, JRVR,"James River Group Holdings, Ltd.",Schmitzer Richard,"Pres, CEO - E, S Lines Sgmt",P - Purchase,$20.31,"+12,450","234,480",+6%,"+$252,878"
M,2022-03-04 21:33:06,2022-03-02, PGNY,"Progyny Inc.",Anevski Peter,CEO,S - Sale,$43.84,"-42,000","508,062",-8%,"-$1,841,428"
D,2022-03-04 21:18:01,2022-03-03, DVAX,Dynavax Technologies Corp,Novack David F,"Pres, COO",S - Sale+OE,$10.57,"-41,862","73,213",-36%,"-$442,481"
D,2022-03-04 21:07:02,2022-01-01, NTLA,"Intellia Therapeutics Inc.",Leonard John M,"Pres, CEO",S - Sale+OE,$112.26,"-2,493","824,065",0%,"-$279,852"
D,2022-03-04 21:00:30,2022-03-04, ARVN,"Arvinas Inc.",Cassidy Sean A,CFO,S - Sale+OE,$63.94,"-1,593","161,447",-1%,"-$101,856"
D,2022-03-04 21:00:26,2022-03-04, ARVN,"Arvinas Inc.",Houston John G,"Pres, CEO",S - Sale+OE,$63.94,"-6,024","843,820",-1%,"-$385,175"
D,2022-03-04 20:32:03,2022-02-23, RMNI,"Rimini Street Inc.",Perica Michael L.,"EVP, CFO",S - Sale+OE,$4.36,"-3,758","29,443",-11%,"-$16,385"
,2022-03-04 20:26:59,2022-03-03, RUN,Sunrun Inc.,Vonreichbauer Thomas Arthur,CFO,S - Sale,$26.25,"-3,400","176,480",-2%,"-$89,244"
D,2022-03-04 20:16:44,2022-03-03, DVAX,Dynavax Technologies Corp,Spencer Ryan,"CEO, Dir",S - Sale+OE,$10.56,"-83,108","129,771",-39%,"-$877,923"
,2022-03-04 20:15:22,2022-03-02, FIGS,"Figs Inc.",Turenshine Daniella,CFO,S - Sale,$14.63,"-8,414","410,462",-2%,"-$123,097"
D,2022-03-04 19:48:27,2022-03-03, ICUI,Icu Medical Inc/de,Jain Vivek,"COB, CEO",S - Sale+OE,$240.00,"-36,000","72,779",-33%,"-$8,640,000"
D,2022-03-04 19:21:44,2022-03-03, HMHC,Houghton Mifflin Harcourt Co,Lynch John J Jr,"Pres, CEO",S - Sale+OE,$20.91,"-27,082","439,941",-6%,"-$566,285"
M,2022-03-04 19:21:12,2022-03-03, RDI,Reading International Inc,Cotter Ellen M,"Vice Chair, Pres, CEO, 10%",S - Sale,$4.19,"-5,500","2,147,752",0%,"-$23,030"
D,2022-03-04 19:11:44,2022-03-03, GMRE,Global Medical Reit Inc.,Busch Jeffrey,"COB, Pres, CEO",P - Purchase,$15.55,"+2,000","43,490",+5%,"+$31,100"
DM,2022-03-04 19:03:20,2022-03-03, LTRX,Lantronix Inc,Whitaker Jeremy,CFO,S - Sale+OE,$6.58,"-1,167","197,511",-1%,"-$7,678"
,2022-03-04 19:02:49,2022-03-04, DXCM,Dexcom Inc,Sylvain Jereme M,"EVP, CFO",S - Sale,$422.94,-600,"14,662",-4%,"-$253,764"
DM,2022-03-04 19:01:39,2022-03-03, LTRX,Lantronix Inc,Pickle Paul H,"Pres, CEO",S - Sale+OE,$6.58,"-6,284","433,360",-1%,"-$41,352"
D,2022-03-04 19:00:38,2022-03-04, GNK,Genco Shipping & Trading Ltd,Zafolias Apostolos,CFO,S - Sale+OE,$20.26,"-1,430","14,779",-9%,"-$28,977"
D,2022-03-04 19:00:22,2022-03-04, GNK,Genco Shipping & Trading Ltd,Wobensmith John C,"CEO, Pres, Secretary",S - Sale+OE,$20.22,"-9,932","399,435",-2%,"-$200,863"
D,2022-03-04 18:52:50,2022-03-03, HMHC,Houghton Mifflin Harcourt Co,Abbott Joseph Patrick Jr.,"EVP, CFO",S - Sale+OE,$20.91,"-14,222","169,956",-8%,"-$297,382"
D,2022-03-04 18:14:00,2022-03-03, TDOC,"Teladoc Health Inc.",Murthy Mala,CFO,S - Sale+OE,$70.24,"-6,717","23,380",-22%,"-$471,795"
D,2022-03-04 18:13:51,2022-03-02, ZM,"Zoom Video Communications Inc.",Steckelberg Kelly,CFO,S - Sale+OE,$119.57,"-6,700","3,241",-67%,"-$801,103"
,2022-03-04 18:13:07,2022-03-03, FLGT,"Fulgent Genetics Inc.",Kim Paul,"CFO, Treasurer",S - Sale,$56.31,-454,"155,574",0%,"-$25,564"
,2022-03-04 18:08:06,2022-03-02, PSNL,"Personalis Inc.",Tachibana Aaron,CFO,S - Sale,$10.18,"-4,511","251,441",-2%,"-$45,922"
,2022-03-04 17:54:51,2022-03-03, CARA,"Cara Therapeutics Inc.",Reilly Thomas Charles,CFO,S - Sale,$11.38,"-2,044","37,811",-5%,"-$23,261"
D,2022-03-04 17:39:16,2022-03-03, NAUT,"Nautilus Biotechnology Inc.",Patel Sujal M,"CEO, Pres,, Secretary, 10%",P - Purchase,$3.60,"+50,000","17,008,999",0%,"+$179,890"
,2022-03-04 17:38:09,2022-03-02, GDDY,Godaddy Inc.,Bhutani Amanpal Singh,CEO,S - Sale,$81.96,"-6,026","226,038",-3%,"-$493,866"
,2022-03-04 17:25:32,2022-03-04, BLFY,Blue Foundry Bancorp,Agnoletto Alexander,"VP, Interim CFO",P - Purchase,$13.33,+375,748,+101%,"+$4,999"
,2022-03-04 17:22:49,2022-03-02, CXDO,"Crexendo Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$4.36,"+3,000","10,566,393",0%,"+$13,070"
D,2022-03-04 17:15:38,2022-03-04, ESCA,Escalade Inc,Glazer Walter P. Jr.,"CEO, Pres",P - Purchase,$13.13,"+3,312","297,775",+1%,"+$43,498"
,2022-03-04 17:14:48,2022-03-02, PBYI,"Puma Biotechnology Inc.",Nougues Maximo F,CFO,S - Sale,$2.26,-169,"59,423",0%,-$382
M,2022-03-04 17:10:10,2022-03-02, ADUS,Addus Homecare Corp,Poff Brian,"EVP, CFO",S - Sale,$81.89,"-1,367","33,638",-4%,"-$111,940"
M,2022-03-04 17:09:28,2022-03-02, ADUS,Addus Homecare Corp,Bickham W Bradley,"Pres, COO",S - Sale,$81.82,-903,"48,284",-2%,"-$73,881"
M,2022-03-04 17:08:21,2022-03-02, ADUS,Addus Homecare Corp,Allison R Dirk,"CEO, COB",S - Sale,$81.94,"-4,187","81,254",-5%,"-$343,069"
,2022-03-04 17:07:34,2022-03-02, PBYI,"Puma Biotechnology Inc.",Auerbach Alan H,"Pres, CEO, 10%",S - Sale,$2.26,"-1,294","4,386,815",0%,"-$2,919"
D,2022-03-04 17:03:54,2022-03-02, CYTK,Cytokinetics Inc,Blum Robert I,"Pres, CEO",S - Sale+OE,$36.31,"-10,000","437,089",-2%,"-$363,136"
,2022-03-04 16:59:01,2022-03-04, SOFI,"Sofi Technologies Inc.",Noto Anthony,CEO,P - Purchase,$9.96,"+15,000","2,897,826",+1%,"+$149,459"
,2022-03-04 16:55:44,2022-03-04, MSEX,Middlesex Water Co,Doll Dennis W,"Pres, CEO",S - Sale,$105.41,"-3,006","89,002",-3%,"-$316,856"
,2022-03-04 16:52:33,2022-03-03, HPQ,Hp Inc,Myers Marie,CFO,S - Sale,$36.33,"-4,500","39,955",-10%,"-$163,485"
,2022-03-04 16:52:07,2022-02-28, ED,Consolidated Edison Inc,Sanchez Robert,"Pres, CEO, O, R",P - Purchase,$85.77,+27,"9,375",0%,"+$2,311"
,2022-03-04 16:48:39,2022-02-28, ED,Consolidated Edison Inc,Nachmias Stuart,"Pres, CEO CET",P - Purchase,$85.77,+8,"1,244",+1%,+$667
,2022-03-04 16:47:47,2022-03-01, TRHC,"Tabula Rasa Healthcare Inc.",Greenhalgh Michael,COO,P - Purchase,$5.63,"+2,000","162,636",+1%,"+$11,260"
,2022-03-04 16:46:16,2022-03-03, AHCO,Adapthealth Corp.,Griggs Stephen P,CEO,P - Purchase,$15.44,"+32,342","3,683,452",+1%,"+$499,506"
,2022-03-04 16:44:57,2022-03-03, DOV,Dover Corp,Tobin Richard J,"CEO, Pres",S - Sale,$156.91,"-31,515","265,197",-11%,"-$4,945,061"
,2022-03-04 16:43:41,2022-02-28, ED,Consolidated Edison Inc,Hoglund Robert N,"SVP, CFO",P - Purchase,$85.77,+27,"43,366",0%,"+$2,315"
D,2022-03-04 16:41:13,2022-03-02, PUBM,"Pubmatic Inc.",Goel Rajeev K.,"CEO, 10%",S - Sale+OE,$24.05,"-15,000",0,-100%,"-$360,718"
,2022-03-04 16:40:53,2022-02-28, ED,Consolidated Edison Inc,Cawley Timothy,"COB, Pres, CEO",P - Purchase,$85.77,+27,"17,500",0%,"+$2,316"
D,2022-03-04 16:35:30,2022-03-03, CRM,"Salesforce.Com Inc.",Benioff Marc,"COB, co-CEO",S - Sale+OE,$206.68,"-2,300","28,918,241",0%,"-$475,357"
D,2022-03-04 16:31:02,2022-03-02, VTR,"Ventas Inc.",Cafaro Debra A,"COB, CEO",S - Sale+OE,$55.97,"-34,800","904,103",-4%,"-$1,947,606"
,2022-03-04 16:30:54,2022-03-02, MRO,Marathon Oil Corp,Tillman Lee M,"COB, Pres, CEO",S - Sale,$23.11,"-54,151","1,070,088",-5%,"-$1,251,375"
D,2022-03-04 16:28:33,2022-03-02, APPS,"Digital Turbine Inc.",Stone William Gordon III,CEO,S - Sale+OE,$46.27,"-70,271","1,110,305",-6%,"-$3,251,602"
,2022-03-04 16:27:22,2022-03-02, ONTF,On24 Inc.,Vattuone Steven,CFO,S - Sale,$13.42,"-2,933","232,881",-1%,"-$39,349"
M,2022-03-04 16:20:45,2022-03-02, FLYW,Flywire Corp,Massaro Michael,CEO,S - Sale,$26.05,"-9,660","1,354,132",-1%,"-$251,666"
DM,2022-03-04 16:18:21,2022-03-02, EXPI,"Exp World Holdings Inc.",Sanford Glenn Darrel,"CEO, COB, 10%",S - Sale+OE,$26.02,"-18,000","42,034,338",0%,"-$468,374"
,2022-03-04 16:18:05,2022-03-03, AZEK,Azek Co Inc.,Singh Jesse G,"CEO, Pres",P - Purchase,$27.31,"+3,600","1,990,355",0%,"+$98,316"
D,2022-03-04 16:16:39,2022-03-03, FISV,Fiserv Inc,Chiarello Guy,COO,S - Sale+OE,$100.00,"-10,000","280,363",-3%,"-$1,000,000"
,2022-03-04 16:15:35,2022-03-02, MNRL,"Brigham Minerals Inc.",Roosa Robert M.,CEO,S - Sale,$25.00,"-6,250","417,742",-1%,"-$156,250"
D,2022-03-04 16:13:30,2022-03-03, CRL,"Charles River Laboratories International Inc.",Smith David Ross,"Corporate EVP, CFO",S - Sale+OE,$282.53,"-8,965","25,819",-26%,"-$2,532,921"
,2022-03-04 16:13:16,2022-03-03, MRNA,"Moderna Inc.",Bancel Stephane,CEO,S - Sale,$147.90,"-10,000","21,566,787",0%,"-$1,479,000"
D,2022-03-04 16:12:13,2022-03-02, AUPH,Aurinia Pharmaceuticals Inc.,Miller Joseph M,CFO,S - Sale+OE,$12.01,"-3,060","6,610",-32%,"-$36,751"
D,2022-03-04 16:11:59,2022-03-03, RLGY,Realogy Holdings Corp.,Casey Donald J,"Pres, CEO, Realogy Title Group",S - Sale+OE,$18.12,"-22,000","193,139",-10%,"-$398,640"
D,2022-03-04 16:11:27,2022-03-02, AUPH,Aurinia Pharmaceuticals Inc.,Greenleaf Peter,CEO,S - Sale+OE,$12.01,"-9,068","32,967",-22%,"-$108,907"
D,2022-03-04 16:11:19,2022-03-02, SAIA,Saia Inc,Col Douglas L,"EVP, CFO, Secretary",S - Sale+OE,$291.68,"-2,520","8,176",-24%,"-$735,024"
,2022-03-04 16:10:22,2022-03-03, FSLR,"First Solar Inc.",Bradley Alexander R.,CFO,S - Sale,$68.02,"-7,782","22,121",-26%,"-$529,308"
D,2022-03-04 16:09:07,2022-03-03, F,Ford Motor Co,Farley Jr James D,"Pres, CEO",S - Sale+OE,$17.85,"-185,343","1,269,656",-13%,"-$3,308,929"
,2022-03-04 16:07:42,2022-03-02, MAPS,"Wm Technology Inc.",Lee Arden,CFO,S - Sale,$5.64,"-44,541","580,459",-7%,"-$251,033"
,2022-03-04 16:07:10,2022-03-02, NRDS,"Nerdwallet Inc.",Stclair Lauren,CFO,S - Sale,$9.51,"-19,369","145,527",-12%,"-$184,234"
,2022-03-04 16:06:15,2022-03-02, MAPS,"Wm Technology Inc.",Beals Christopher,CEO,S - Sale,$5.64,"-49,515","6,898,554",-1%,"-$279,017"
,2022-03-04 16:05:54,2022-03-03, FSLR,"First Solar Inc.",Widmar Mark R,CEO,S - Sale,$68.02,"-28,372","104,245",-21%,"-$1,929,937"
,2022-03-04 16:05:16,2022-03-02, MAPS,"Wm Technology Inc.",Feijoo-Osorio Juan Jose,COO,S - Sale,$5.64,"-42,331","426,419",-9%,"-$238,578"
,2022-03-04 16:03:16,2022-03-02, LAMR,Lamar Advertising Co/new,Johnson Jay Lecoryelle,"CFO, Treasurer, EVP",S - Sale,$108.85,"-1,424","30,000",-5%,"-$154,996"
D,2022-03-04 16:02:06,2022-03-02, FL,"Foot Locker Inc.",Johnson Richard A,"Pres, CEO",S - Sale+OE,$31.00,"-49,000","450,154",-10%,"-$1,519,000"
,2022-03-04 15:37:07,2022-03-04, FCPT,"Four Corners Property Trust Inc.",Lenehan William H,"Pres, CEO",P - Purchase,$26.97,"+3,700","475,710",+1%,"+$99,789"
M,2022-03-04 14:04:27,2022-03-02, RIDE,Lordstown Motors Corp.,Ninivaggi Daniel A,CEO,P - Purchase,$2.43,"+20,000","20,000",New,"+$48,590"
,2022-03-04 11:30:23,2022-03-02, NPO,"Enpro Industries Inc",Childress John M II,"EVP, CFO",S - Sale,$107.62,"-10,000","39,818",-20%,"-$1,076,145"
,2022-03-04 09:55:39,2022-03-03, CCNE,Cnb Financial Corp/pa,Peduzzi Michael D,"Pres, COO",P - Purchase,$26.41,"+2,500","11,345",+28%,"+$66,025"
,2022-03-04 09:47:06,2022-03-02, MTH,Meritage Homes Corp,Sferruzza Hilla,CFO,S - Sale,$101.57,"-13,927","66,908",-17%,"-$1,414,615"
,2022-03-04 09:46:29,2022-03-02, MTH,Meritage Homes Corp,Lord Phillippe,CEO,S - Sale,$101.48,"-24,778","128,409",-16%,"-$2,514,486"
,2022-03-04 08:00:42,2022-03-03, NMTR,"9 Meters Biopharma Inc.",Temperato John,CEO,P - Purchase,$0.56,"+100,000","1,252,522",+9%,"+$55,590"
,2022-03-04 06:06:43,2022-03-02, HGEN,"Humanigen Inc",Durrant Cameron,CEO,P - Purchase,$2.34,"+40,000","70,000",+133%,"+$93,600"
,2022-03-03 21:30:35,2022-03-01, CXDO,"Crexendo Inc.",Mihaylo Steven G,"CEO, 10%",P - Purchase,$4.45,"+3,000","10,563,393",0%,"+$13,339"
M,2022-03-03 21:29:30,2022-03-01, BILL,"Bill.Com Holdings Inc.",Lacerte Rene A.,"Pres, CEO",S - Sale,$235.27,"-11,402","2,614,958",0%,"-$2,682,577"
D,2022-03-03 21:29:11,2022-03-01, ANET,"Arista Networks Inc.",Brennan Ita M,"SVP, CFO",S - Sale+OE,$119.40,"-14,800","36,754",-29%,"-$1,767,149"
M,2022-03-03 21:23:22,2022-03-01, BILL,"Bill.Com Holdings Inc.",Rettig John R.,CFO,S - Sale,$236.29,"-3,598","123,558",-3%,"-$850,156"
D,2022-03-03 21:15:42,2022-03-01, EVH,"Evolent Health Inc.",Tutewohl Steve,COO,S - Sale+OE,$27.41,"-5,388","114,838",-4%,"-$147,685"
