X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value
,2022/03/02 13:18,2022/02/28, SIVB,Svb Financial Group,Beck Daniel J,CFO,S - Sale,595.08,-29,4239,-41,-1 725 732 
,2022/03/02 12:52,2022/02/28, SAFT,Safety Insurance Group Inc,Whitford Christopher Thomas,VP CFO Secretary,S - Sale,82.98,-74,15283,0,-6 141 
,2022/03/02 12:46,2022/03/01, CCF,Chase Corp,Chase Adam,Pres CEO,S - Sale,90.07,-1,336059,0,-90 070 
,2022/03/02 12:39,2022/03/02, DTE,Dte Energy Co,Harris Joi M.,Pres COO - DTE Gas Company,S - Sale,120.97,-165,13741,-11,-199 601 
,2022/03/02 12:21,2022/03/01, NXST,Nexstar Media Group Inc.,Carter Thomas,Pres COO,S - Sale,185.48,-5,92996,-5,-927 405 
,2022/03/02 11:22,2022/02/28, USPH,U S Physical Therapy Inc /nv,Reeve Graham D.,COO,S - Sale,90.75,-2118,17944,-11,-192 209 
,2022/03/02 09:04,2022/02/28, RILY,B. Riley Financial Inc.,Kelleher Thomas J /adv,Co-CEO,P - Purchase,58.64,43,791927,1,252 154 
M,2022/03/02 09:02,2022/02/28, RILY,B. Riley Financial Inc.,Riley Bryant R,COB Co-CEO 10%,P - Purchase,58.71,85,5789611,1,4 990 495 
D,2022/03/02 08:47,2022/03/01, CZWI,Citizens Community Bancorp Inc.,Bianchi Stephen M,CEO Pres,P - Purchase,15.67,192,107555,0,3 008 
D,2022/03/01 21:59,2022/02/25, IOSP,Innospec Inc.,Cleminson Ian,VP CFO,S - Sale+OE,96.78,-2035,21625,-9,-196 938 
D,2022/03/01 21:52,2022/02/25, IOSP,Innospec Inc.,Williams Patrick,Pres CEO,S - Sale+OE,96.77,-11448,163827,-7,-1 107 809 
,2022/03/01 21:20,2022/02/25, ANET,Arista Networks Inc.,Sadana Anshul,SVP COO,S - Sale,122.42,-5871,28403,-17,-718 711 
D,2022/03/01 21:18,2022/02/25, CERS,Cerus Corp,Greenman William Mariner,Pres CEO,S - Sale+OE,5.70,-308263,1811518,-15,-1 757 043 
D,2022/03/01 21:13,2022/02/28, VIRX,Viracta Therapeutics Inc.,Royston Ivor,CEO Pres,S - Sale+OE,2.78,-14635,607472,-2,-40 678 
D,2022/03/01 21:10,2022/02/28, VIRX,Viracta Therapeutics Inc.,Chevallard Daniel R.,CFO COO,S - Sale+OE,2.78,-3998,75849,-5,-11 112 
D,2022/03/01 20:30,2022/03/01, TXRH,Texas Roadhouse Inc.,Robinson Tonya,CFO,S - Sale+OE,92.00,-2499,11197,-18,-229 908 
,2022/03/01 20:18,2022/02/28, CI,Cigna Corp,Cordani David,COB CEO,S - Sale,228.70,-10069,560126,-2,-2 302 780 
,2022/03/01 20:06,2022/03/01, BKD,Brookdale Senior Living Inc.,Baier Lucinda M,Pres CEO,S - Sale,6.76,-73991,1717661,-4,-499 876 
,2022/03/01 19:49,2022/02/28, ABCL,Abcellera Biologics Inc.,Lecault Veronique,COO,P - Purchase,8.66,230789,9060340,3,1 998 633 
AM,2022/03/01 19:41,2022/02/14, NVEE,Nv5 Global Inc.,Wright Dickerson,COB CEO 10%,S - Sale,106.29,-40,1817735,-2,-4 251 476 
,2022/03/01 19:37,2022/02/25, IRM,Iron Mountain Inc,Meaney William L,Pres CEO,S - Sale,48.06,-58024,277311,-17,-2 788 343 
M,2022/03/01 19:32,2022/02/22, AMN,Amn Healthcare Services Inc,Salka Susan R,CEO,S - Sale,106.92,-25175,4441,-85,-2 691 733 
,2022/03/01 19:01,2022/02/28, CFX,Colfax Corp,Trerotola Matthew L.,Pres CEO,S - Sale,40.57,-99068,425526,-19,-4 018 774 
,2022/03/01 19:00,2022/02/25, CFX,Colfax Corp,Shirley Brady,EVP Colfax Pres CEO DJO,S - Sale,42.18,-5295,105950,-5,-223 343 
M,2022/03/01 19:00,2022/02/25, CFX,Colfax Corp,Hix Christopher M,EVP CFO,S - Sale,40.62,-33286,145217,-19,-1 352 214 
D,2022/03/01 18:44,2022/02/28, APRN,Blue Apron Holdings Inc.,Gmunder Charlean,COO,S - Sale+OE,5.25,-1988,14326,-12,-10 433 
D,2022/03/01 18:42,2022/02/28, APRN,Blue Apron Holdings Inc.,Greben Randy J,CFO Treasurer,S - Sale+OE,5.25,-651,8790,-43,-34 165 
,2022/03/01 18:30,2022/02/28, NOW,Servicenow Inc.,Desai Chirantan Jitendra,COO,S - Sale,575.44,-5,43893,-10,-2 877 205 
M,2022/03/01 18:22,2022/02/25, APEN,Apollo Endosurgery Inc.,Black Jeffrey G.,CFO,P - Purchase,5.73,40,265000,18,229 100 
D,2022/03/01 18:08,2022/02/28, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,209.28,-23,28918241,0,-481 345 
,2022/03/01 18:01,2022/02/28, EA,Electronic Arts Inc.,Wilson Andrew,CEO Dir,S - Sale,130.16,-10,171114,-6,-1 301 608 
D,2022/03/01 17:57,2022/02/28, SMLR,Semler Scientific Inc.,Murphy-Chutorian Douglas,CEO 10%,S - Sale+OE,72.65,-2,0,-100,-145 291 
D,2022/03/01 17:52,2022/02/25, CARG,Cargurus Inc.,Zales Samuel,COO Pres,S - Sale+OE,45.00,-11669,414219,-3,-525 105 
,2022/03/01 17:51,2022/02/25, CARG,Cargurus Inc.,Fredo Scot Christopher,CFO Treasurer,S - Sale,39.00,-358,128479,-3,-139 620 
D,2022/03/01 17:51,2022/02/25, NUS,Nu Skin Enterprises Inc.,Napierski Ryan S,Pres CEO,S - Sale+OE,47.40,-25,122683,-17,-1 185 046 
,2022/03/01 17:44,2022/02/28, LPLA,Lpl Financial Holdings Inc.,Audette Matthew J,CFO,S - Sale,180.77,-578,12667,-31,-1 044 820 
,2022/03/01 17:37,2022/02/28, LPLA,Lpl Financial Holdings Inc.,Arnold Dan H.,Pres CEO,S - Sale,180.77,-23119,179275,-11,-4 179 293 
,2022/03/01 17:30,2022/03/01, AMBC,Ambac Financial Group Inc,Trick David,EVP CFO Treasurer,P - Purchase,12.67,3,123802,2,38 010 
D,2022/03/01 17:20,2022/02/28, XMTR,Xometry Inc.,Rallo James M,CFO,S - Sale+OE,48.33,-23529,0,-100,-1 137 156 
DM,2022/03/01 17:00,2022/02/25, WLTW,Willis Towers Watson Plc,Hess Carl Aaron,CEO,S - Sale+OE,220.10,-66,44805,-13,-1 452 660 
M,2022/03/01 17:00,2022/02/28, CTRA,Coterra Energy Inc.,Jorden Thomas E,CEO Pres Dir,P - Purchase,23.26,44,1218427,4,1 023 280 
,2022/03/01 16:58,2022/02/25, ADUS,Addus Homecare Corp,Poff Brian,EVP CFO,S - Sale,70.58,-692,35005,-2,-48 841 
D,2022/03/01 16:48,2022/02/25, FLR,Fluor Corp,Brennan Joseph L,EVP CFO,S - Sale+OE,21.85,-701,70106,-1,-15 307 
D,2022/03/01 16:47,2022/03/01, CZWI,Citizens Community Bancorp Inc.,Broucek James S,EVP CFO Treasurer Secretary,P - Purchase,15.70,500,54359,1,7 850 
,2022/03/01 16:45,2022/02/25, ADUS,Addus Homecare Corp,Allison R Dirk,CEO COB,S - Sale,70.57,-1911,85441,-2,-134 859 
D,2022/03/01 16:44,2022/02/25, NVST,Envista Holdings Corp,Yu Howard H,CFO,S - Sale+OE,47.81,-3598,57752,-6,-172 020 
,2022/03/01 16:40,2022/03/01, ED,Consolidated Edison Inc,Cawley Timothy,COB Pres CEO,P - Purchase,86.09,80,17473,0,6 887 
D,2022/03/01 16:36,2022/02/25, RVLV,Revolve Group Inc.,Mente Michael,CO-CEO 10%,S - Sale+OE,52.31,-900,73000,-1,-47 079 
D,2022/03/01 16:34,2022/02/25, RVLV,Revolve Group Inc.,Karanikolas Michael,CO-CEO 10%,S - Sale+OE,52.31,-900,123000,-1,-47 079 
,2022/03/01 16:32,2022/02/25, VRT,Vertiv Holdings Co,Johnson Robert Joseph,CEO,S - Sale,12.77,-100,741213,-12,-1 277 000 
,2022/03/01 16:32,2022/03/01, LPTH,Lightpath Technologies Inc,Rubin Shmuel,CEO,P - Purchase,2.11,300,42986,1,633 
,2022/03/01 16:30,2022/02/25, PSN,Parsons Corp,Ball George L.,CFO,P - Purchase,33.40,40,256173,19,1 336 000 
,2022/03/01 16:25,2022/03/01, CENX,Century Aluminum Co,Conti Craig C,EVP CFO,S - Sale,25.69,-1292,117018,-10,-331 902 
,2022/03/01 16:24,2022/02/28, KFS,Kingsway Financial Services Inc,Fitzgerald John Taylor Maloney,Pres CEO,P - Purchase,5.13,406,1918564,0,2 083 
M,2022/03/01 16:15,2022/02/25, SLM,Slm Corp,McGarry Steven,EVP CFO,S - Sale,19.84,-3785,297955,-11,-750 778 
M,2022/03/01 16:14,2022/02/25, AIT,Applied Industrial Technologies Inc,Schrimsher Neil A,Pres CEO,S - Sale,101.29,-10,266338,-4,-1 012 893 
A,2022/03/01 16:09,2022/02/23, ENTG,Entegris Inc,Edlund Todd James,EVP COO,S - Sale,127.50,-9696,175399,-5,-1 236 235 
D,2022/03/01 16:08,2022/03/01, FDS,Factset Research Systems Inc,Snow Frederick Philip,CEO,S - Sale+OE,406.07,-25,3988,-39,-1 015 175 
D,2022/03/01 16:07,2022/02/28, V,Visa Inc.,Kelly Alfred F Jr,COB CEO,S - Sale+OE,216.00,-9,171887,-5,-1 944 000 
,2022/03/01 16:06,2022/02/25, MDXG,Mimedx Group Inc.,Carlson Peter M,CFO,S - Sale,4.83,-174,393441,-4,-84 079 
,2022/03/01 16:06,2022/02/28, LMPX,Lmp Automotive Holdings Inc.,Tawfik Samer,Pres CEO 10%,S - Sale,4.50,-9,3767103,0,-40 500 
D,2022/03/01 15:58,2022/02/28, ACCO,Acco Brands Corp,Fenwick Neal V,EVP CFO,S - Sale+OE,8.60,-66313,644420,-9,-570 272 
,2022/03/01 15:50,2022/02/28, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,4.42,3,10560393,0,13 253 
,2022/03/01 14:35,2022/02/28, PHM,Pultegroup Inc/mi/,Chadwick John J.,EVP COO Ofcr,S - Sale,49.05,-1509,82590,-15,-740 119 
,2022/03/01 12:34,2022/02/25, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,4.24,3,10557393,0,12 734 
,2022/03/01 12:09,2022/02/28, RBA,Ritchie Bros Auctioneers Inc,Fandozzi Ann,CEO,P - Purchase,52.25,956,11375,527,499 484 
AD,2022/03/01 11:23,2022/02/25, UFPI,Ufp Industries Inc,Cole Michael R,CFO,S - Sale+OE,84.75,-82,206412,-4,-694 950 
D,2022/03/01 10:13,2022/02/25, MTD,Mettler Toledo International Inc/,Vadala Shawn,CFO,S - Sale+OE,1445.00,-1846,4900,-27,-2 667 470 
D,2022/03/01 09:48,2022/02/28, ANDE,Andersons Inc.,Bowe Patrick E.,Pres CEO,S - Sale+OE,44.75,-1625,494226,-3,-727 188 
,2022/03/01 09:21,2022/02/28, CORN,Teucrium Commodity Trust,Gilbertie Sal,CEO 10%,S - Sale,24.33,-600,402,-60,-14 599 
,2022/03/01 09:18,2022/02/28, WEAT,Teucrium Commodity Trust,Gilbertie Sal,CEO 10%,S - Sale,8.79,-200,0,-100,-1 757 
,2022/03/01 09:15,2022/02/28, SOYB,Teucrium Commodity Trust,Gilbertie Sal,CEO 10%,S - Sale,27.03,-100,0,-100,-2 703 
,2022/03/01 09:11,2022/02/28, TAGS,Teucrium Commodity Trust,Gilbertie Sal,CEO 10%,S - Sale,29.51,-2,300,-87,-59 020 
,2022/03/01 07:33,2022/02/28, OPK,Opko Health Inc.,Frost Phillip Md Et Al,CEO COB 10%,P - Purchase,3.11,100,227817822,0,310 796 
,2022/02/28 21:55,2022/02/24, GTYH,Gty Technology Holdings Inc.,Ross Craig,CEO OF QUESTICA ECIVIS,S - Sale,4.25,-20,225000,-8,-85 000 
,2022/02/28 20:27,2022/02/28, TCMD,Tactile Systems Technology Inc,Reuvers Daniel L.,Pres CEO,S - Sale,19.78,-877,75727,-1,-17 350 
,2022/02/28 20:25,2022/02/28, TCMD,Tactile Systems Technology Inc,Moen Brent,CFO,S - Sale,19.85,-624,53707,-1,-12 383 
D,2022/02/28 20:20,2022/02/24, IMH,Impac Mortgage Holdings Inc,Entsminger Tiffany,COO,S - Sale+OE,0.75,-1087,20483,-5,-815 
,2022/02/28 19:54,2022/02/28, HHS,Harte Hanks Inc,Linscott Brian,CEO,P - Purchase,6.55,341,342302,11,223 447 
,2022/02/28 19:53,2022/02/24, LSCC,Lattice Semiconductor Corp,Anderson James Robert,Pres CEO,S - Sale,54.94,-30,648449,-4,-1 648 272 
D,2022/02/28 19:53,2022/02/23, LSCC,Lattice Semiconductor Corp,Anderson James Robert,Pres CEO,S - Sale+OE,58.48,-76711,678449,-10,-4 486 228 
M,2022/02/28 19:41,2022/02/24, MTTR,Matterport Inc./De,Pittman Raymond J,CEO,P - Purchase,6.80,40,1249426,3,272 130 
M,2022/02/28 19:41,2022/02/24, ASAN,Asana Inc.,Moskovitz Dustin A.,Pres CEO Chair 10%,P - Purchase,50.51,750,23986722,3,37 882 367 
,2022/02/28 19:29,2022/02/25, IRMD,Iradimed Corp,Susi Roger E.,Pres CEO COB 10%,S - Sale,47.00,-10,5447950,0,-469 959 
M,2022/02/28 19:13,2022/02/24, FUSN,Fusion Pharmaceuticals Inc.,Valliant John,CEO,S - Sale,7.50,-13752,432383,-3,-103 176 
M,2022/02/28 19:08,2022/02/24, KOD,Kodiak Sciences Inc.,Perlroth Victor,COB CEO 10%,S - Sale,9.15,,2168038,-38,-12 257 688 
,2022/02/28 19:02,2022/02/28, BAND,Bandwidth Inc.,Raiford Daryl,CFO,P - Purchase,30.73,976,9760,New,299 931 
,2022/02/28 18:43,2022/02/28, UVE,Universal Insurance Holdings Inc.,Donaghy Stephen,CEO,P - Purchase,11.90,10,638653,2,118 990 
,2022/02/28 18:29,2022/02/25, CDE,Coeur Mining Inc.,Routledge Michael,SVP COO,P - Purchase,4.26,1176,189128,7,50 086 
D,2022/02/28 18:29,2022/02/25, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,206.24,-23,28918241,0,-474 341 
,2022/02/28 18:15,2022/02/28, HSC,Harsco Corp,Grasberger F Nicholas  III,COB Pres CEO,P - Purchase,11.92,25,701776,4,298 000 
,2022/02/28 17:57,2022/02/25, EQIX,Equinix Inc,Taylor Keith D,CFO,S - Sale,701.42,-1158,22042,-5,-812 241 
,2022/02/28 17:53,2022/02/25, EQIX,Equinix Inc,Meyers Charles J,CEO Pres,S - Sale,701.51,-2879,20766,-12,-2 019 659 
D,2022/02/28 17:52,2022/02/25, PI,Impinj Inc,Baker Cary,CFO,S - Sale+OE,67.35,-1473,31585,-4,-99 208 
D,2022/02/28 17:35,2022/02/24, NET,Cloudflare Inc.,Zatlyn Michelle,Pres COO,S - Sale+OE,100.46,-5555,0,-100,-558 053 
M,2022/02/28 17:34,2022/02/22, EMMA,Emmaus Life Sciences Inc.,Lee Willis C,Vice COB COO,P - Purchase,1.49,211,506768,4,31 463 
D,2022/02/28 17:17,2022/02/24, PCVX,Vaxcyte Inc.,Wassil Jim,COO,S - Sale+OE,22.00,-10,17944,-36,-220 000 
D,2022/02/28 16:58,2022/02/25, ZTS,Zoetis Inc.,Peck Kristin C,CEO,S - Sale+OE,192.29,-10,39743,-20,-1 922 908 
M,2022/02/28 16:46,2022/02/24, HSON,Hudson Global Inc.,Eberwein Jeffrey E.,CEO,P - Purchase,28.87,835,286081,0,24 102 
,2022/02/28 16:44,2022/02/24, BMY,Bristol Myers Squibb Co,Caforio Giovanni,Board Chair CEO,S - Sale,67.00,-30,453455,-6,-2 010 000 
,2022/02/28 16:32,2022/02/25, LAZR,Luminar Technologies Inc./De,Russell Austin,Chairperson Pres CEO 10%,P - Purchase,13.79,15,110000,16,206 921 
,2022/02/28 16:31,2022/02/28, NSIT,Insight Enterprises Inc,Bryan Glynis,CFO,S - Sale,103.75,-5,79612,-6,-518 748 
,2022/02/28 16:21,2022/02/24, ARE,Alexandria Real Estate Equities Inc.,Diamond Lawrence J,Co-COO,S - Sale,190.21,-395,91717,-4,-751 330 
,2022/02/28 16:21,2022/02/25, ETR,Entergy Corp /de/,Hinnenkamp Paul D,EVP COO,S - Sale,105.40,-5,30757,-14,-527 000 
,2022/02/28 16:21,2022/02/24, SPSC,Sps Commerce Inc,Nelson Kimberly K.,EVP CFO,S - Sale,124.36,-6859,129230,-5,-853 009 
,2022/02/28 16:17,2022/02/25, ITRI,Itron Inc.,Deitrich Thomas,Pres CEO,S - Sale,54.15,-2008,174602,-1,-108 733 
,2022/02/28 16:17,2022/02/24, SPSC,Sps Commerce Inc,Frome James J.,Pres COO,S - Sale,124.34,-7405,52569,-12,-920 698 
,2022/02/28 16:12,2022/02/24, FTNT,Fortinet Inc.,Jensen Keith,CFO Chief Accounting Officer,S - Sale,316.36,-3127,883,-78,-989 248 
D,2022/02/28 16:11,2022/02/24, FTNT,Fortinet Inc.,Jensen Keith,CFO Chief Accounting Officer,S - Sale+OE,301.02,-14453,4010,-78,-4 350 706 
D,2022/02/28 16:06,2022/02/24, NET,Cloudflare Inc.,Zatlyn Michelle,Pres COO,S - Sale+OE,100.46,-27775,0,-100,-2 790 280 
,2022/02/28 15:34,2022/02/25, DUK,Duke Energy Corp,Good Lynn J,Chair Pres CEO,S - Sale,98.57,-20,446359,-4,-1 971 400 
,2022/02/28 14:42,2022/02/24, CNNE,Cannae Holdings Inc.,Massey Richard N,CEO,P - Purchase,24.57,5,314536,2,122 846 
,2022/02/28 14:40,2022/02/25, VIVO,Meridian Bioscience Inc,Kitzmiller Andrew S.,EVP CFO,P - Purchase,24.87,4028,11528,54,100 166 
D,2022/02/28 13:59,2022/02/24, CZWI,Citizens Community Bancorp Inc.,Bianchi Stephen M,CEO Pres,P - Purchase,15.35,100,107363,0,1 535 
,2022/02/28 13:48,2022/02/28, HSC,Harsco Corp,Aga Anshooman,SVP CFO,P - Purchase,11.78,2,4000,100,23 560 
M,2022/02/28 13:41,2022/02/23, SAFT,Safety Insurance Group Inc,Whitford Christopher Thomas,VP CFO Secretary,S - Sale,80.37,-172,15691,-1,-13 824 
,2022/02/28 13:30,2022/02/24, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,4.24,3,10554393,0,12 716 
,2022/02/28 13:11,2022/02/28, NTWK,Netsol Technologies Inc,Ghauri Najeeb,CEO,P - Purchase,4.00,3,811656,0,12 000 
,2022/02/28 13:04,2022/02/25, ADMQ,Adm Endeavors Inc.,Johnson Marc,CEO,P - Purchase,0.07,97,54773548,0,6 809 
D,2022/02/28 12:43,2022/02/25, CMI,Cummins Inc,Smith Mark Andrew,VP - CFO,S - Sale+OE,205.10,-430,7950,-5,-88 192 
M,2022/02/28 12:26,2022/02/24, EMMA,Emmaus Life Sciences Inc.,Niihara Yutaka,COB CEO 10%,P - Purchase,1.42,165,11405500,0,23 485 
DM,2022/02/28 11:26,2022/02/24, ANDE,Andersons Inc.,Bowe Patrick E.,Pres CEO,S - Sale+OE,43.05,-40625,494226,-8,-1 748 801 
,2022/02/28 09:25,2022/02/25, BKSY,Blacksky Technology Inc.,Broekhuysen Johan G,CFO,P - Purchase,2.70,12,451146,3,32 400 
,2022/02/28 09:19,2022/02/24, HBI,Hanesbrands Inc.,Bratspies Stephen B,CEO,P - Purchase,14.63,34292,931497,4,501 569 
,2022/02/28 08:05,2022/02/25, SHW,Sherwin Williams Co,Morikis John G,COB Pres CEO,P - Purchase,259.55,2,389978,1,519 100 
,2022/02/28 07:59,2022/02/25, OPK,Opko Health Inc.,Frost Phillip Md Et Al,CEO COB 10%,P - Purchase,3.09,750,227717822,0,2 315 325 
DM,2022/02/25 21:50,2022/02/23, GNK,Genco Shipping & Trading Ltd,Wobensmith John C,CEO Pres Secretary,S - Sale+OE,19.71,-24254,389502,-6,-478 023 
DM,2022/02/25 21:31,2022/02/23, GNK,Genco Shipping & Trading Ltd,Zafolias Apostolos,CFO,S - Sale+OE,19.70,-388,13229,-23,-76 455 
DM,2022/02/25 21:12,2022/02/23, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,195.18,-46,28918241,0,-897 823 
D,2022/02/25 20:18,2022/02/23, PFSI,Pennymac Financial Services Inc.,Spector David,COB CEO,S - Sale+OE,57.23,-15,1199352,-1,-858 445 
D,2022/02/25 20:13,2022/02/24, INDI,Indie Semiconductor Inc.,Machuga Steven,COO,S - Sale+OE,7.28,-95803,130074,-42,-697 446 
D,2022/02/25 19:59,2022/02/25, CF,Cf Industries Holdings Inc.,Bohn Christopher D,SVP CFO,S - Sale+OE,79.37,-11074,103583,-52,-8 789 168 
M,2022/02/25 19:49,2021/03/31, MMI,Marcus & Millichap Inc.,Nadji Hessam,CEO,S - Sale,47.27,-22327,157227,-12,-1 055 286 
,2022/02/25 19:22,2022/02/23, PCOR,Procore Technologies Inc.,Courtemanche Craig F. Jr.,CEO Pres,S - Sale,61.38,-49832,6262730,-1,-3 058 688 
D,2022/02/25 19:04,2022/02/24, ITCI,Intra-Cellular Therapies Inc.,Hineline Lawrence J.,SVP of Finance CFO,S - Sale+OE,51.97,-7454,0,-100,-387 349 
D,2022/02/25 19:01,2022/02/24, ITCI,Intra-Cellular Therapies Inc.,Mates Sharon,COB Pres CEO,S - Sale+OE,51.98,-22589,1094467,-2,-1 174 074 
D,2022/02/25 18:40,2022/02/24, EXAS,Exact Sciences Corp,Conroy Kevin T,Pres CEO,S - Sale+OE,70.10,-27126,1007159,-3,-1 901 533 
D,2022/02/25 18:33,2022/02/24, EXAS,Exact Sciences Corp,Elliott Jeffrey Thomas,CFO,S - Sale+OE,70.10,-5897,15906,-27,-413 380 
D,2022/02/25 18:32,2022/02/23, AJG,Arthur J. Gallagher & Co.,Gallagher J Patrick Jr,Pres CEO,S - Sale+OE,152.93,-30317,907862,-3,-4 636 379 
M,2022/02/25 18:29,2022/02/24, RDI,Reading International Inc,Cotter Ellen M,Vice Chair Pres CEO 10%,S - Sale,4.38,-55,2161502,0,-24 064 
,2022/02/25 18:02,2022/02/24, GDEN,Golden Entertainment Inc.,Sartini Blake L,COB CEO 10%,S - Sale,46.30,-600,5322887,-10,-27 780 000 
,2022/02/25 18:01,2022/02/24, WMT,Walmart Inc.,McMillon C Douglas,Pres CEO,S - Sale,134.78,-9708,1780754,-1,-1 308 397 
,2022/02/25 18:01,2022/02/23, CFX,Colfax Corp,Trerotola Matthew L.,Pres CEO,S - Sale,41.83,-6465,339527,-2,-270 431 
,2022/02/25 18:00,2022/02/23, CFX,Colfax Corp,Shirley Brady,EVP Colfax Pres CEO DJO,S - Sale,41.83,-2002,111245,-2,-83 744 
,2022/02/25 18:00,2022/02/23, CFX,Colfax Corp,Hix Christopher M,EVP CFO,S - Sale,41.83,-1917,110588,-2,-80 188 
D,2022/02/25 17:45,2022/02/23, ACAD,Acadia Pharmaceuticals Inc,Teehan Brendan,EVP COO Head of Commercial,S - Sale+OE,23.80,-472,2422,-16,-11 234 
D,2022/02/25 17:40,2022/02/23, ACAD,Acadia Pharmaceuticals Inc,Davis Stephen,CEO,S - Sale+OE,23.80,-3928,65733,-6,-93 486 
D,2022/02/25 17:22,2022/02/23, FVCB,Fvcbankcorp Inc.,Dempsey B. Todd,COO,S - Sale+OE,20.92,-9,63465,-12,-188 276 
,2022/02/25 17:21,2022/02/25, EVA,Enviva Inc.,Even Shai,EVP CFO,P - Purchase,0.00,1142,353746,0,0 
M,2022/02/25 17:20,2022/02/23, FLYW,Flywire Corp,Massaro Michael,CEO,S - Sale,25.53,-966,1363792,-1,-246 578 
,2022/02/25 17:20,2022/02/25, EVA,Enviva Inc.,Keppler John K.,COB CEO,P - Purchase,0.00,1902,699226,0,0 
,2022/02/25 17:11,2022/02/23, MDXG,Mimedx Group Inc.,Wright Timothy R,CEO,S - Sale,4.31,-61,1266256,-5,-263 075 
,2022/02/25 17:09,2022/02/25, CDE,Coeur Mining Inc.,Whelan Thomas S,SVP CFO,P - Purchase,4.25,10,412683,2,42 490 
,2022/02/25 17:08,2022/02/23, FMTX,Forma Therapeutics Holdings Inc.,Lee Frank D.,Pres CEO,S - Sale,9.78,-17981,79769,-18,-175 809 
D,2022/02/25 17:06,2022/02/23, CDE,Coeur Mining Inc.,Krebs Mitchell J,Pres CEO,P - Purchase,4.40,5,1637264,0,21 995 
,2022/02/25 17:04,2022/02/23, FMTX,Forma Therapeutics Holdings Inc.,Shegog Todd,SVP CFO,S - Sale,9.78,-5687,22813,-20,-55 605 
,2022/02/25 17:01,2022/02/23, BTU,Peabody Energy Corp,Spurbeck Mark,EVP CFO,S - Sale,16.94,-532,86405,-1,-9 012 
,2022/02/25 16:56,2022/02/22, ARDX,Ardelyx Inc.,Raab Michael,Pres CEO,S - Sale,0.67,-6229,800938,-1,-4 173 
D,2022/02/25 16:55,2022/02/23, PLAB,Photronics Inc,Kirlin Peter S,CEO,S - Sale+OE,20.14,-300,453571,0,-6 041 
D,2022/02/25 16:54,2022/02/24, RCEL,Avita Medical Inc.,Perry Michael S,CEO,S - Sale+OE,8.74,-10812,321712,-3,-94 497 
,2022/02/25 16:54,2022/02/23, PCOR,Procore Technologies Inc.,Lyandres Paul,CFO Treasurer,S - Sale,61.38,-5187,389337,-1,-318 378 
,2022/02/25 16:50,2022/02/24, PRO,Pros Holdings Inc.,Schulz Stefan B,EVP CFO,S - Sale,31.03,-348,258776,-12,-1 079 844 
,2022/02/25 16:50,2022/02/24, NYT,New York Times Co,Kopit Levien Meredith A.,Pres CEO,S - Sale,42.78,-10,110162,-8,-427 780 
,2022/02/25 16:46,2022/02/24, AVNW,Aviat Networks Inc.,Smith Pete A,Pres CEO,P - Purchase,25.85,2,125186,2,51 706 
M,2022/02/25 16:43,2022/02/23, MRNA,Moderna Inc.,Bancel Stephane,CEO,S - Sale,142.07,-19,21739787,0,-2 699 400 
,2022/02/25 16:41,2022/02/25, AAT,American Assets Trust Inc.,Rady Ernest S,COB CEO 10%,P - Purchase,36.37,918,11061523,0,33 388 
D,2022/02/25 16:36,2022/02/23, CBZ,Cbiz Inc.,Grisko Jerome P,CEO Pres,S - Sale+OE,37.58,-8192,747753,-1,-307 822 
,2022/02/25 16:34,2022/02/24, ICE,Intercontinental Exchange Inc.,Gardiner Warren,CFO,S - Sale,120.95,-2034,16164,-11,-246 012 
,2022/02/25 16:30,2022/02/23, ABNB,Airbnb Inc.,Stephenson Dave,CFO,S - Sale,165.93,-16806,240141,-7,-2 788 620 
D,2022/02/25 16:20,2022/02/23, CRL,Charles River Laboratories International Inc.,Foster James C,COB Pres CEO,S - Sale+OE,287.83,-20296,253941,-7,-5 841 869 
,2022/02/25 16:16,2022/02/25, ALGT,Allegiant Travel Co,Anderson Gregory Clark,EVP CFO,S - Sale,175.03,-1243,26301,-5,-217 563 
D,2022/02/25 16:11,2022/02/23, WMB,Williams Companies Inc.,Armstrong Alan S,Pres CEO,S - Sale+OE,30.18,-156523,1535717,-9,-4 723 395 
M,2022/02/25 16:04,2022/02/23, DV,Doubleverify Holdings Inc.,McLaughlin Matthew F.,COO,S - Sale,24.28,-40,530756,-7,-971 395 
,2022/02/25 15:43,2022/02/24, ISTR,Investar Holding Corp,D'Angelo John J,CEO,P - Purchase,19.95,100,202130,0,1 995 
,2022/02/25 15:25,2022/02/24, IVAC,Intevac Inc,Hunton Nigel,Pres CEO,P - Purchase,4.96,10,276500,4,49 600 
D,2022/02/25 15:01,2022/02/23, KO,Coca Cola Co,Smith Brian John,Pres COO,S - Sale+OE,61.66,-48292,156011,-24,-2 977 825 
