X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value
,2022/02/17 09:04,2022/02/15, LAZR,Luminar Technologies Inc./De,Russell Austin,Chairperson Pres CEO 10%,P - Purchase,$16.14,15,95000,+19%,+$242141
,2022/02/17 09:01,2022/02/16, KBAL,Kimball International Inc,Wolfe Timothy J,EVP CFO,P - Purchase,$9.47,5,51569,+11%,+$47330
M,2022/02/16 21:43,2022/02/14, NVEE,Nv5 Global Inc.,Wright Dickerson,COB CEO 10%,S - Sale,$106.29,-40,2126867,-2%,-$4251476
D,2022/02/16 21:19,2022/02/15, SNX,Td Synnex Corp,Witt Marshall,CFO,S - Sale+OE,$102.57,-909,45887,-2%,-$93236
DM,2022/02/16 21:08,2022/02/14, BRLT,Brilliant Earth Group Inc.,Gerstein Beth Tamara,CEO 10%,S - Sale+OE,$12.06,-64657,49119976,0%,-$779673
,2022/02/16 21:01,2022/02/14, FLEX,Flex Ltd.,Advaithi Revathi,CEO,S - Sale,$17.08,-32367,960875,-3%,-$552890
D,2022/02/16 20:28,2022/02/15, LSCC,Lattice Semiconductor Corp,Luther Sherri R,VP Corp CFO,S - Sale+OE,$55.56,-19248,165761,-10%,-$1069419
D,2022/02/16 20:28,2022/02/15, LSCC,Lattice Semiconductor Corp,Anderson James Robert,Pres CEO,S - Sale+OE,$55.56,-76091,672497,-10%,-$4227616
M,2022/02/16 20:22,2022/02/15, FLNC,Fluence Energy Inc.,Dubuc Manuel Perez,CEO,P - Purchase,$13.28,20,20000,New,+$265500
D,2022/02/16 20:14,2022/02/15, EXAS,Exact Sciences Corp,Elliott Jeffrey Thomas,CFO,S - Sale+OE,$79.55,-1839,7501,-20%,-$146292
,2022/02/16 20:13,2022/02/09, CBIO,Catalyst Biosciences Inc.,Usman Nassim,Pres CEO,P - Purchase,$0.46,325,30915,+12%,+$1495
,2022/02/16 20:10,2022/02/09, CBIO,Catalyst Biosciences Inc.,Miller Seline E.,"SVP Finance, Interim CFO PAO",P - Purchase,$0.46,325,3250,New,+$1495
D,2022/02/16 20:08,2022/02/15, EXAS,Exact Sciences Corp,Conroy Kevin T,Pres CEO,S - Sale+OE,$79.55,-14409,970448,-1%,-$1146236
,2022/02/16 19:57,2022/02/14, POWI,Power Integrations Inc,Balakrishnan Balu,Pres CEO,S - Sale,$84.72,-23744,586538,-4%,-$2011497
,2022/02/16 19:57,2022/02/14, POWI,Power Integrations Inc,Nayyar Sandeep,CFO,S - Sale,$84.53,-5436,82015,-6%,-$459522
D,2022/02/16 19:47,2022/02/15, NEWR,New Relic Inc.,Friedrichs Kristy,COO,S - Sale+OE,$70.92,-1814,8345,-18%,-$128641
D,2022/02/16 19:40,2022/02/15, NEWR,New Relic Inc.,Staples William,CEO,S - Sale+OE,$70.92,-2535,29104,-8%,-$179789
M,2022/02/16 19:40,2022/02/14, RDI,Reading International Inc,Cotter Ellen M,Vice Chair Pres CEO 10%,S - Sale,$4.46,-825,2178002,0%,-$36820
D,2022/02/16 19:37,2022/02/15, NEWR,New Relic Inc.,Sachleben Mark,CFO,S - Sale+OE,$70.91,-2007,388230,-1%,-$142318
M,2022/02/16 19:15,2022/02/15, MDRX,Allscripts Healthcare Solutions Inc.,Poulton Richard J.,Pres CFO,S - Sale,$20.78,-20,521593,-4%,-$415637
M,2022/02/16 19:04,2022/02/14, USNA,Usana Health Sciences Inc,Noot Walter,COO,S - Sale,$90.84,-3849,0,-100%,-$349631
,2022/02/16 18:45,2022/02/14, MPWR,Monolithic Power Systems Inc,Blegen Theodore,CFO,S - Sale,$429.60,-1387,145314,-1%,-$595855
,2022/02/16 18:45,2022/02/14, MPWR,Monolithic Power Systems Inc,Hsing Michael,CEO,S - Sale,$429.60,-6421,1205792,-1%,-$2758462
D,2022/02/16 18:31,2022/02/15, RMD,Resmed Inc,Farrell Michael J.,CEO,S - Sale+OE,$234.06,-5675,414199,-1%,-$1328271
D,2022/02/16 18:26,2022/02/14, ZM,Zoom Video Communications Inc.,Steckelberg Kelly,CFO,S - Sale+OE,$144.57,-67,3241,-67%,-$968623
D,2022/02/16 17:44,2022/02/15, ROKU,Roku Inc,Wood Anthony J.,CEO COB BOD 10%,S - Sale+OE,$164.22,-80,61000,-57%,-$13137896
,2022/02/16 17:34,2022/02/16, IIVI,II-Vi Inc,Raymond Mary Jane,CFO Treasurer,S - Sale,$72.00,-1,115647,-1%,-$72000
DM,2022/02/16 17:33,2022/02/14, AIRT,Air T Inc,Swenson Nicholas John,CEO 10%,P - Purchase,$24.66,22,1349799,0%,+$54245
D,2022/02/16 17:15,2022/02/14, CVX,Chevron Corp,Wirth Michael K,COB CEO,S - Sale+OE,$136.81,-90,33720,-73%,-$12313096
,2022/02/16 17:08,2022/02/16, BWB,Bridgewater Bancshares Inc,Baack Jerry J.,Pres CEO,S - Sale,$17.46,-4166,1222672,0%,-$72738
DM,2022/02/16 17:03,2022/02/14, UNTY,Unity Bancorp Inc /nj/,Kauchak John J,EVP COO,S - Sale+OE,$29.01,-4607,67383,-6%,-$133633
D,2022/02/16 17:00,2022/02/15, CARG,Cargurus Inc.,Zales Samuel,COO Pres,S - Sale+OE,$35.77,-10,414219,-2%,-$357697
D,2022/02/16 16:59,2022/02/15, FREQ,Frequency Therapeutics Inc.,Pfreundschuh Peter P.,CFO,S - Sale+OE,$4.33,-1347,14398,-9%,-$5834
,2022/02/16 16:50,2022/02/15, SAIL,Sailpoint Technologies Holdings Inc.,McClain Mark D.,CEO Pres,S - Sale,$40.21,-30,1159262,-3%,-$1206300
M,2022/02/16 16:42,2022/02/14, AAT,American Assets Trust Inc.,Rady Ernest S,COB CEO 10%,P - Purchase,$35.18,20,11034030,0%,+$703600
,2022/02/16 16:40,2022/02/15, WETF,Wisdomtree Investments Inc.,Steinberg Jonathan L,CEO,S - Sale,$5.87,-153913,8292256,-2%,-$903408
,2022/02/16 16:37,2022/02/14, USX,Us Xpress Enterprises Inc,Peterson Eric A.,CFO Treas.,P - Purchase,$3.74,2724,436888,+7%,+$101799
D,2022/02/16 16:36,2022/02/15, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,$211.51,-23,28918241,0%,-$486465
D,2022/02/16 16:30,2022/02/15, EQH,Equitable Holdings Inc.,Pearson Mark,Pres CEO,S - Sale+OE,$34.44,-30,425926,-7%,-$1033293
M,2022/02/16 16:14,2022/02/14, PCH,Potlatchdeltic Corp,Richards Jerald W,VP CFO,S - Sale,$53.88,-8915,57819,-13%,-$480298
DM,2022/02/16 16:12,2022/02/14, GLW,Corning Inc /ny,Weeks Wendell P,COB CEO,S - Sale+OE,$41.65,-174796,653876,-21%,-$7280829
M,2022/02/16 16:12,2022/02/14, PCH,Potlatchdeltic Corp,Cremers Eric J,Pres CEO,S - Sale,$53.86,-14191,173619,-8%,-$764323
,2022/02/16 16:10,2022/02/14, BKR,Baker Hughes Co,Worrell Brian,CFO,S - Sale,$28.50,-62193,71890,-46%,-$1772501
D,2022/02/16 16:08,2022/02/15, RMD,Resmed Inc,Douglas Robert Andrew,Pres COO,S - Sale+OE,$235.81,-8,252170,-3%,-$1886480
D,2022/02/16 16:03,2022/02/14, OCGN,Ocugen Inc.,Musunuri Shankar,CEO,S - Sale+OE,$3.74,-90,1897839,-5%,-$336600
D,2022/02/16 16:01,2022/02/15, SMLR,Semler Scientific Inc.,Murphy-Chutorian Douglas,CEO 10%,S - Sale+OE,$76.04,-2,0,-100%,-$152079
,2022/02/16 15:45,2022/02/16, D,Dominion Energy Inc,Blue Robert M,Chair Pres CEO,P - Purchase,$78.40,318,186729,+2%,+$249325
M,2022/02/16 15:01,2022/02/14, EMMA,Emmaus Life Sciences Inc.,Niihara Yutaka,COB CEO 10%,P - Purchase,$1.45,12,11362200,0%,+$17400
D,2022/02/16 14:32,2022/02/15, GGG,Graco Inc,Lowe David M,CFO Treasurer,S - Sale+OE,$70.70,-28001,579947,-5%,-$1979671
,2022/02/16 14:29,2022/02/15, IIVI,II-Vi Inc,Mattera Vincent D Jr,CEO,S - Sale,$70.00,-2,422849,0%,-$140000
M,2022/02/16 14:07,2022/02/14, MTH,Meritage Homes Corp,Szubinski Clinton,EVP - COO,S - Sale,$92.85,-715,15479,-4%,-$66391
,2022/02/16 13:35,2022/02/16, RKFL,Rocketfuel Blockchain Inc.,Yankowitz Bennett J.,CFO,P - Purchase,$0.25,4,1448417,0%,+$1000
,2022/02/16 12:44,2022/02/15, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$4.31,3,10536393,0%,+$12937
D,2022/02/16 11:43,2022/02/15, SRGA,Surgalign Holdings Inc.,Rich Terry M.,Pres CEO,P - Purchase,$0.46,434784,3225429,+16%,+$199914
,2022/02/16 08:05,2022/02/15, CNCE,Concert Pharmaceuticals Inc.,Tung Roger D,CEO,S - Sale,$3.09,-1348,1127794,-1%,-$41653
,2022/02/16 08:03,2022/02/14, CNCE,Concert Pharmaceuticals Inc.,Stuart Nancy,COO,S - Sale,$3.08,-6049,284737,-2%,-$18631
,2022/02/16 08:00,2022/02/14, CNCE,Concert Pharmaceuticals Inc.,Becker Marc A.,CFO,S - Sale,$3.08,-3762,139011,-3%,-$11587
D,2022/02/15 21:27,2022/02/14, BVS,Bioventus Inc.,Anglum Gregory O.,SVP CFO,S - Sale+OE,$11.99,-1294,55013,-2%,-$15518
,2022/02/15 20:58,2022/02/11, PGNY,Progyny Inc.,Anevski Peter,CEO,S - Sale,$42.00,-600,717062,0%,-$25200
D,2022/02/15 20:50,2022/02/15, EW,Edwards Lifesciences Corp,Mussallem Michael A,COB CEO,S - Sale+OE,$110.09,-3255,3820007,-1%,-$3583289
M,2022/02/15 20:47,2022/02/14, TWOU,2U Inc.,Chernis Mark,COO,P - Purchase,$9.29,43482,349939,+14%,+$403886
D,2022/02/15 20:38,2022/02/11, AGCO,Agco Corp /de,Beck Andrew H,SVP CFO,S - Sale+OE,$131.83,-25,107337,-19%,-$3295750
,2022/02/15 20:37,2022/02/15, LVO,Liveone Inc.,Ellin Robert S,CEO COB 10%,P - Purchase,$0.94,25,18728860,0%,+$23445
,2022/02/15 20:09,2022/02/14, DXCM,Dexcom Inc,Sayer Kevin R,COB CEO Pres,S - Sale,$418.04,-3,94617,-3%,-$1254120
D,2022/02/15 19:36,2022/02/14, AON,Aon Plc,Davies Christa,CFO,S - Sale+OE,$283.72,-616,200237,0%,-$174772
D,2022/02/15 19:31,2022/02/15, RYTM,Rhythm Pharmaceuticals Inc.,Smith Hunter C,CFO,S - Sale+OE,$6.10,-833,40161,-2%,-$5081
,2022/02/15 19:29,2022/02/14, NPTN,Neophotonics Corp,Jenks Timothy Storrs,CEO,S - Sale,$15.50,-17009,538075,-3%,-$263634
D,2022/02/15 19:05,2022/02/14, NOW,Servicenow Inc.,Desai Chirantan Jitendra,COO,S - Sale+OE,$578.48,-3,50376,-6%,-$1735431
,2022/02/15 18:58,2022/02/11, DNLI,Denali Therapeutics Inc.,Watts Ryan J.,Pres CEO,S - Sale,$34.72,-9491,2370591,0%,-$329528
,2022/02/15 18:57,2022/02/11, LC,Lendingclub Corp,Casey Thomas W,CFO,P - Purchase,$17.98,275,15672,+21%,+$49445
,2022/02/15 18:56,2022/02/11, DNLI,Denali Therapeutics Inc.,Krognes Steve E.,CFO Treasurer,S - Sale,$34.69,-256,970221,0%,-$88806
,2022/02/15 18:55,2022/02/11, DNLI,Denali Therapeutics Inc.,Schuth Alexander O.,COO Secretary,S - Sale,$34.68,-2803,563465,0%,-$97208
,2022/02/15 18:43,2022/02/14, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$4.49,3,10533393,0%,+$13457
,2022/02/15 18:27,2022/02/14, RSVR,Reservoir Media Inc.,Heindlmeyer James A,CFO,P - Purchase,$6.98,128,24347,+111%,+$89344
D,2022/02/15 18:09,2022/02/14, AMP,Ameriprise Financial Inc,Truscott William F,CEO Global Asset Management,S - Sale+OE,$305.09,-16,28647,-36%,-$4881468
D,2022/02/15 17:56,2022/02/11, HUBB,Hubbell Inc,Bakker Gerben,COB Pres CEO,S - Sale+OE,$186.37,-1148,38132,-3%,-$213948
,2022/02/15 17:50,2022/02/14, EQIX,Equinix Inc,Meyers Charles J,CEO Pres,S - Sale,$666.89,-60,19729,0%,-$40013
,2022/02/15 17:38,2022/02/15, NWE,Northwestern Corp,Rowe Robert C,CEO,S - Sale,$57.59,-3,181996,-2%,-$172770
,2022/02/15 17:27,2022/02/14, STRA,Strategic Education Inc.,Jackson Daniel Wayne,CFO,S - Sale,$53.79,-5959,26869,-18%,-$320535
,2022/02/15 17:26,2022/02/14, STRA,Strategic Education Inc.,McDonnell Raymond Karl,CEO,S - Sale,$53.77,-20837,119565,-15%,-$1120453
DM,2022/02/15 17:07,2022/02/11, EXPI,Exp World Holdings Inc.,Sanford Glenn Darrel,CEO COB 10%,S - Sale+OE,$29.27,-18,42034338,0%,-$526920
,2022/02/15 17:04,2022/02/11, CTVA,Corteva Inc.,Magro Charles V.,CEO,P - Purchase,$51.14,50,50000,New,+$2556763
,2022/02/15 16:47,2022/02/14, WINR,Simplicity Esports & Gaming Co,Franklin Roman Nehemiah,CEO,P - Purchase,$3.75,500,150408,0%,+$1875
,2022/02/15 16:44,2022/02/14, PI,Impinj Inc,Baker Cary,CFO,S - Sale,$68.01,-5486,29308,-16%,-$373091
D,2022/02/15 16:39,2022/02/14, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,$207.46,-23,28918241,0%,-$477162
,2022/02/15 16:36,2022/02/14, PI,Impinj Inc,Diorio Chris Ph.D.,CEO,S - Sale,$68.12,-9626,898028,-1%,-$655702
,2022/02/15 16:33,2022/02/14, PI,Impinj Inc,Mecklai Hussein,COO,S - Sale,$68.02,-6513,34383,-16%,-$443029
,2022/02/15 16:30,2022/02/11, FNWD,Finward Bancorp,Bochnowski Benjamin J,Pres CEO,P - Purchase,$48.00,242,23196,+1%,+$11616
,2022/02/15 16:12,2022/02/11, PRU,Prudential Financial Inc,Lowrey Charles F,CEO,S - Sale,$119.90,-28,82131,-25%,-$3357200
,2022/02/15 16:05,2022/02/14, LMPX,Lmp Automotive Holdings Inc.,Tawfik Samer,Pres CEO 10%,S - Sale,$6.94,-9,3785103,0%,-$62460
M,2022/02/15 16:05,2021/10/15, XBIT,Xbiotech Inc.,Simard John,CEO 10%,S - Sale,$13.15,-50,3823166,-1%,-$657725
,2022/02/15 16:02,2022/02/11, HWKN,Hawkins Inc,Oldenkamp Jeffrey P.,EVP CFO,P - Purchase,$39.75,23,70830,+3%,+$91425
,2022/02/15 15:57,2022/02/11, GBOX,Greenbox Pos,Chung Benjamin J,CFO,S - Sale,$3.25,-40,20000,-67%,-$130000
D,2022/02/15 15:19,2022/02/14, LSCC,Lattice Semiconductor Corp,Anderson James Robert,Pres CEO,S - Sale+OE,$55.56,-2142,603008,0%,-$119010
D,2022/02/15 15:18,2022/02/14, LSCC,Lattice Semiconductor Corp,Luther Sherri R,VP Corp CFO,S - Sale+OE,$55.56,-903,146187,-1%,-$50171
D,2022/02/15 11:40,2022/02/11, RBCAA,Republic Bancorp Inc /ky/,Trager Steve,COB CEO 10%,S - Sale+OE,$48.41,-77366,4073652,-2%,-$3745293
DM,2022/02/15 10:39,2022/02/10, CPRI,Capri Holdings Ltd,Idol John D,COB CEO,S - Sale+OE,$70.05,-103801,2689285,-4%,-$7270776
,2022/02/15 09:15,2022/02/14, NVCT,Nuvectis Pharma Inc.,Bentsur Ron,COB CEO,P - Purchase,$5.88,8,2814459,0%,+$47040
,2022/02/15 09:10,2022/02/14, OPK,Opko Health Inc.,Frost Phillip Md Et Al,CEO COB 10%,P - Purchase,$3.04,100,226967822,0%,+$303569
,2022/02/14 21:52,2022/02/10, PLAN,Anaplan Inc.,Calderoni Frank,COB CEO,S - Sale,$46.64,-30,1185794,-2%,-$1399184
AD,2022/02/14 21:38,2021/09/15, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$18.46,-4,258014,-2%,-$73840
ADM,2022/02/14 21:37,2021/09/07, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$22.98,-42934,259514,-14%,-$986558
AD,2022/02/14 21:35,2021/09/02, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$21.51,-10,279448,-3%,-$215104
AD,2022/02/14 21:33,2021/08/31, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$19.41,-48,287448,-2%,-$93172
AD,2022/02/14 21:32,2021/08/27, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$19.49,-115,291248,-4%,-$224135
AD,2022/02/14 21:28,2021/07/06, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$19.49,-24,296748,-7%,-$467760
D,2022/02/14 21:27,2022/02/10, PD,Pagerduty Inc.,Wilson Howard,CFO,S - Sale+OE,$34.13,-23164,326939,-7%,-$790530
ADM,2022/02/14 21:26,2021/04/06, PRCH,Porch Group Inc.,Neagle Matthew,COO,S - Sale+OE,$17.57,-137965,305898,-31%,-$2424223
DM,2022/02/14 21:11,2022/02/10, ZNTL,Zentalis Pharmaceuticals Inc.,Bunker Kevin D.,COO,S - Sale+OE,$52.47,-14688,934460,-2%,-$770633
D,2022/02/14 21:08,2022/02/14, ZNTL,Zentalis Pharmaceuticals Inc.,Sun Anthony Y,Pres CEO,S - Sale+OE,$50.23,-4733,2634025,0%,-$237733
,2022/02/14 20:02,2022/02/10, BLFS,Biolife Solutions Inc,Rice Michael,CEO,S - Sale,$29.38,-690,258765,0%,-$20272
D,2022/02/14 19:58,2022/02/11, KDNY,Chinook Therapeutics Inc.,Bjerkholt Eric,CFO,S - Sale+OE,$12.74,-895,22203,-4%,-$11403
D,2022/02/14 19:53,2022/02/11, KDNY,Chinook Therapeutics Inc.,Frohlich Tom,COO,S - Sale+OE,$12.74,-3735,137685,-3%,-$47587
,2022/02/14 19:49,2022/02/11, SENS,Senseonics Holdings Inc.,Tressler Nick B.,CFO,S - Sale,$2.46,-72873,307410,-19%,-$179268
,2022/02/14 19:46,2022/02/11, SENS,Senseonics Holdings Inc.,Jain Mukul,COO,S - Sale,$2.46,-150197,1849410,-8%,-$369485
,2022/02/14 19:44,2022/02/11, SENS,Senseonics Holdings Inc.,Goodnow Timothy T,Pres CEO,S - Sale,$2.46,-46439,4737786,-9%,-$1142399
,2022/02/14 19:42,2022/02/11, CXDO,Crexendo Inc.,Mihaylo Steven G,CEO 10%,P - Purchase,$4.47,3,10530393,0%,+$13412
,2022/02/14 18:58,2022/02/10, RCL,Royal Caribbean Cruises Ltd,Lutoff-Perlo Lisa,Pres CEO Celebrity Cruises,S - Sale,$87.93,-10435,75318,-12%,-$917565
,2022/02/14 18:57,2022/02/10, RCL,Royal Caribbean Cruises Ltd,Bayley Michael W,PresCEORoyal Caribbean Intl,S - Sale,$88.11,-16904,136253,-11%,-$1489386
,2022/02/14 18:44,2022/02/10, BOH,Bank of Hawaii Corp,Ho Peter S,COB CEO Pres,S - Sale,$87.86,-55,236952,-2%,-$483230
M,2022/02/14 18:29,2022/02/10, CRWS,Crown Crafts Inc,Chestnut E Randall,CEO,S - Sale,$7.02,-26408,462658,-5%,-$185311
,2022/02/14 18:24,2022/02/14, TWOU,2U Inc.,Paucek Christopher J,CEO,P - Purchase,$9.64,2604,603670,+5%,+$251026
D,2022/02/14 18:21,2022/02/11, IMMR,Immersion Corp,Akerman Aaron,CFO,S - Sale+OE,$5.00,-1007,24463,-4%,-$5035
D,2022/02/14 18:20,2022/02/10, HUBB,Hubbell Inc,Sperry William R,EVP CFO,S - Sale+OE,$188.70,-10,60896,-14%,-$1887000
M,2022/02/14 17:46,2022/02/10, HSON,Hudson Global Inc.,Eberwein Jeffrey E.,CEO,P - Purchase,$29.91,802,283834,0%,+$23988
,2022/02/14 17:44,2022/02/11, JBL,Jabil Inc,Mondello Mark T,COB CEO,S - Sale,$62.16,-12,2067589,-1%,-$745894
,2022/02/14 17:30,2022/02/10, EAT,Brinker International Inc,Taylor Joseph G,EVP CFO,S - Sale,$42.94,-5,35016,-12%,-$214700
,2022/02/14 17:23,2022/02/11, DCT,Duck Creek Technologies Inc.,Foster Matthew R.,COO,S - Sale,$23.50,-25,798184,-3%,-$587500
A,2022/02/14 17:21,2022/02/09, RMCF,Rocky Mountain Chocolate Factory Inc.,Merryman Bryan J,CEO CFO Treasurer,S - Sale,$8.06,-27393,100000,-22%,-$220708
,2022/02/14 16:56,2022/02/11, BWMN,Bowman Consulting Group Ltd.,Bowman Gary,CEO 10%,S - Sale,$16.00,-150,2711003,-5%,-$2400000
D,2022/02/14 16:44,2022/02/11, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,$212.35,-23,28918241,0%,-$488413
D,2022/02/14 16:36,2022/02/10, MDB,Mongodb Inc.,Ittycheria Dev,Pres CEO,S - Sale+OE,$449.01,-33692,196390,-15%,-$15128045
,2022/02/14 16:31,2022/02/10, BOX,Box Inc,Smith Dylan C,CFO,S - Sale,$27.00,-15,1550012,-1%,-$404955
,2022/02/14 16:23,2022/02/11, XFOR,X4 Pharmaceuticals Inc,Mostafa Adam S.,CFO,S - Sale,$0.00,-27721,93224,-23%,-$0
,2022/02/14 16:20,2022/02/11, XFOR,X4 Pharmaceuticals Inc,Ragan Paula,Pres CEO,S - Sale,$0.00,-21695,447309,-5%,-$0
,2022/02/14 16:01,2022/02/10, TOST,Toast Inc.,Narang Aman,COO Co-Pres 10%,S - Sale,$30.08,-182762,1072738,-15%,-$5496750
,2022/02/14 15:51,2022/02/11, POWL,Powell Industries Inc,Cope Brett Alan,Pres CEO,P - Purchase,$22.72,10,110871,+10%,+$227200
,2022/02/14 15:08,2022/02/11, FLXS,Flexsteel Industries Inc,Dittmer Jerald K,Pres CEO,P - Purchase,$22.89,1,62822,+2%,+$22889
,2022/02/14 15:08,2022/02/07, UNB,Union Bankshares Inc,Silverman David Scott,Pres CEO,S - Sale,$31.02,-1,23754,-4%,-$31020
D,2022/02/14 14:59,2022/02/10, PRVA,Privia Health Group Inc.,Mehrotra Parth,Pres COO,S - Sale+OE,$25.01,-5288,97391,-5%,-$132255
D,2022/02/14 14:11,2020/07/31, VERX,Vertex Inc.,Schwab John R,CFO,P - Purchase,$19.00,2894,5579,+108%,+$54986
DM,2022/02/14 13:09,2022/02/11, FLXS,Flexsteel Industries Inc,Schmidt Derek P,CFO COO,P - Purchase,$22.38,17111,174275,+11%,+$382859
D,2022/02/14 12:59,2022/02/10, RMD,Resmed Inc,Sandercock Brett,CFO,S - Sale+OE,$241.86,-25,106354,-2%,-$604650
D,2022/02/14 12:56,2022/02/14, SKYX,Sql Technologies Corp.,Campi John P.,CEO,P - Purchase,$14.00,14285,1184285,+1%,+$199990
D,2022/02/14 08:54,2022/02/11, ARWR,Arrowhead Pharmaceuticals Inc.,Anzalone Christopher Richard,CEO,S - Sale+OE,$51.91,-146388,4057634,-3%,-$7598864
,2022/02/14 06:06,2022/02/11, GLSI,Greenwich Lifesciences Inc.,Patel Snehal,CEO CFO 10%,P - Purchase,$19.80,55,1204929,0%,+$108900
,2022/02/11 21:48,2022/02/10, CDLX,Cardlytics Inc.,Christiansen Andrew,CFO,S - Sale,$70.00,-250,12355,-2%,-$17500
,2022/02/11 21:34,2022/02/11, IRMD,Iradimed Corp,Scott Christopher K.,CFO SECRETARY,S - Sale,$50.06,-19286,13710,-58%,-$965424
,2022/02/11 21:08,2022/02/08, TWTR,Twitter Inc.,Segal Ned D.,CFO,S - Sale,$35.35,-5,518725,-1%,-$176750
D,2022/02/11 20:31,2022/02/10, ZM,Zoom Video Communications Inc.,Yuan Eric S.,CEO 10%,S - Sale+OE,$148.42,-96153,0,-100%,-$14271224
D,2022/02/11 20:30,2022/02/09, ZM,Zoom Video Communications Inc.,Yuan Eric S.,CEO 10%,S - Sale+OE,$147.67,-96154,0,-100%,-$14198677
M,2022/02/11 20:25,2022/02/09, ARES,Ares Management Corp,Arougheti Michael J,Co-Founder CEO Pres,S - Sale,$81.02,-36459,1640867,-18%,-$29537725
DM,2022/02/11 19:37,2022/02/09, AIRT,Air T Inc,Swenson Nicholas John,CEO 10%,P - Purchase,$27.32,2625,1347599,0%,+$71724
D,2022/02/11 19:04,2022/02/09, S,Sentinelone Inc.,Warner Nicholas,COO,S - Sale+OE,$45.49,-62166,1176,-98%,-$2827840
M,2022/02/11 18:50,2022/02/09, ASAN,Asana Inc.,Moskovitz Dustin A.,Pres CEO Chair 10%,P - Purchase,$63.20,,21986722,+6%,+$79005992
M,2022/02/11 18:49,2022/02/10, RDI,Reading International Inc,Cotter Ellen M,Vice Chair Pres CEO 10%,S - Sale,$4.45,-55,2186252,0%,-$24460
,2022/02/11 18:47,2021/09/16, QNST,Quinstreet Inc,Valenti Douglas,CEO,S - Sale,$18.07,-2083,2232138,0%,-$37640
DM,2022/02/11 18:26,2022/02/09, LOB,Live Oak Bancshares Inc.,Losch William C III,CFO,P - Purchase,$63.74,625,9750,+179%,+$398382
M,2022/02/11 18:22,2022/02/09, JNPR,Juniper Networks Inc,Rahim Rami,CEO,S - Sale,$34.77,-16665,719398,-2%,-$579449
D,2022/02/11 18:08,2022/02/09, PD,Pagerduty Inc.,Tejada Jennifer,CEO,S - Sale+OE,$33.67,-68182,790134,-8%,-$2295688
D,2022/02/11 18:07,2022/02/09, TPTX,Turning Point Therapeutics Inc.,Countouriotis Athena,Pres CEO,S - Sale+OE,$36.30,-2971,110330,-3%,-$107847
D,2022/02/11 17:55,2022/02/09, ARQT,Arcutis Biotherapeutics Inc.,Watanabe Todd Franklin,Pres CEO,S - Sale+OE,$17.00,-1,812793,0%,-$17000
D,2022/02/11 17:26,2022/02/10, CRM,Salesforce.Com Inc.,Benioff Marc,COB co-CEO,S - Sale+OE,$218.77,-23,28918241,0%,-$503160
D,2022/02/11 17:23,2022/02/10, VOYA,Voya Financial Inc.,Martin Rodney O Jr,COB CEO,S - Sale+OE,$72.00,-19365,223500,-8%,-$1394280
,2022/02/11 17:20,2022/02/09, DNLI,Denali Therapeutics Inc.,Krognes Steve E.,CFO Treasurer,S - Sale,$37.09,-1296,972781,0%,-$48073
,2022/02/11 17:20,2022/02/09, EA,Electronic Arts Inc.,Jorgensen Blake J,EVP CFO,S - Sale,$134.75,-3315,78075,-4%,-$446710
D,2022/02/11 17:19,2022/02/09, DNLI,Denali Therapeutics Inc.,Watts Ryan J.,Pres CEO,S - Sale+OE,$37.55,-2719,2380082,0%,-$102104
,2022/02/11 17:18,2022/02/09, DNLI,Denali Therapeutics Inc.,Schuth Alexander O.,COO Secretary,S - Sale,$37.10,-1423,566268,0%,-$52800
,2022/02/11 17:16,2022/02/10, SO,Southern Co,Kuczynski Stephen E,Pres CEO Southern Nuclear,S - Sale,$67.80,-25,81858,-3%,-$169500
,2022/02/11 17:05,2022/02/11, CBKM,Consumers Bancorp Inc /oh/,Lober Ralph J II,CEO Pres,P - Purchase,$23.75,200,43751,0%,+$4750
,2022/02/11 17:01,2022/02/10, INSW,International Seaways Inc.,Pribor Jeffrey,SVPCFO Treasurer,S - Sale,$16.00,-1,39164,-2%,-$16000
M,2022/02/11 17:00,2022/02/09, EMMA,Emmaus Life Sciences Inc.,Niihara Yutaka,COB CEO 10%,P - Purchase,$1.46,305,11350200,0%,+$44385
D,2022/02/11 16:50,2022/02/10, ZION,Zions Bancorporation National Association /ut/,Forney Alan M,EVP Division CEO,S - Sale+OE,$74.60,-2047,15994,-11%,-$152713
